hour,day,drivers,requests,traffic,weather,action_multiplier,reward_gmv,reward_cancel_rate
10,5,61,70,0.7109891281422919,0.6636643131035318,2.0,34813.84566180238,0.17109891281422918
11,5,85,74,0.6008424242077149,0.6404572318441444,0.8,16621.863854607098,0.0640842424207715
12,5,66,72,0.678744518623928,0.8030179494370496,0.8,16038.009471817853,0.07187445186239282
13,5,46,61,0.7801452983160361,0.5880526742623547,1.0,16506.334104081652,0.09801452983160362
14,5,88,78,0.7374464134788822,0.7928912253488174,1.0,21206.375392459417,0.09374464134788822
15,5,65,67,0.8614314906546376,0.8615774810961355,1.6,27202.756326054685,0.15414314906546378
16,5,58,53,0.6552679781012465,0.399109818018396,1.6,22043.078263710428,0.13352679781012466
17,5,70,59,0.4776418332019313,0.7638334899355904,2.0,30169.147910465163,0.14776418332019314
18,5,47,44,0.40046257045750894,0.6228754546908162,1.6,18838.063051193745,0.10804625704575091
19,5,48,66,0.2682895752823829,0.7171666515475006,1.0,18872.78664094088,0.04682895752823829
20,5,47,46,0.4706930019837341,0.5803617382746408,1.0,12874.443657262445,0.06706930019837341
21,5,57,60,0.5040747933493763,0.6898506775339848,1.3,21190.86498356246,0.09440747933493765
22,5,68,65,0.4692307731128764,0.7393163247749723,1.0,18194.99999242989,0.06692307731128765
23,5,84,78,0.7446409669275849,0.7947702483298001,0.8,17251.152109911563,0.07846409669275849
0,6,53,73,0.9022171016843756,0.7967457686852457,1.3,24648.707911504585,0.13422171016843756
1,6,70,67,0.8309812159958121,0.8340254906038591,0.8,14679.462204678735,0.08709812159958122
2,6,63,74,0.7727854435073948,0.7159094505987901,1.6,30359.706104661735,0.1452785443507395
3,6,58,55,0.7158669682614063,0.673510458181336,1.6,22714.91120378989,0.13958669682614064
4,6,40,52,0.5312689319672881,0.5413004968610708,1.0,14459.22046613103,0.07312689319672881
5,6,51,48,0.3182846507405275,0.8104074109315507,2.0,25003.34020586728,0.13182846507405277
6,6,52,53,0.4740319968056158,0.24627903048901903,1.3,18780.69586260279,0.0914031996805616
7,6,39,35,0.2472366438616086,0.8918930928193608,0.8,8158.721219156249,0.028723664386160863
8,6,69,58,0.15749492296066142,0.9138789036065879,1.3,21268.466484262983,0.059749492296066145
9,6,62,65,0.5122035388269081,0.5703323117695138,2.0,33102.40619857506,0.1512203538826908
10,6,73,82,0.5780637267679067,0.7401884086620848,1.0,22685.96323215095,0.07780637267679068
11,6,79,74,0.8170777178447347,0.7307673150577595,0.8,16237.829973107755,0.08570777178447347
12,6,73,88,0.6281318533331276,0.7207087455141097,1.0,24213.73190720054,0.08281318533331276
13,6,75,79,0.9004019426658016,0.6983731569144397,1.3,26680.221614646664,0.13404019426658018
14,6,85,75,0.7417436376346876,0.7207439283077237,1.0,20381.076815321954,0.09417436376346877
15,6,77,76,0.7779714084877903,0.37919298883387353,0.8,16748.020150918273,0.08179714084877904
16,6,58,58,0.5288984043798695,0.6406908976959228,1.0,16131.716776379026,0.07288984043798695
17,6,39,39,0.38147584776964233,0.7383418445599546,2.0,20167.346516219037,0.13814758477696423
18,6,44,47,0.6025354014553885,0.8988085544780977,2.0,23680.850167895805,0.16025354014553886
19,6,29,39,0.28266450824837513,0.9710663703497238,2.0,20398.565050698802,0.1282664508248375
20,6,73,65,0.23049085024210808,0.7698639231211637,1.3,23650.30569463626,0.06704908502421081
21,6,63,61,0.5262544147279052,0.629272799112949,1.0,16970.954421047933,0.07262544147279053
22,6,54,77,0.43784948072669566,0.5108636066393543,2.0,39557.135399042665,0.14378494807266956
23,6,48,68,0.7862406595135351,0.8969956714659998,1.3,23268.009770970104,0.12262406595135353
0,0,60,78,0.6575575688752139,0.4541522093498416,0.8,17414.1722310656,0.06975575688752139
1,0,51,63,0.755614707733818,0.451181980176439,1.6,25898.701123812934,0.14356147077338183
2,0,64,71,0.8206247108939015,0.7210090365553061,1.6,28965.87098527358,0.15006247108939016
3,0,51,67,0.6805465804570532,0.632577521960152,1.0,18330.101373281323,0.08805465804570532
4,0,57,69,0.6041452514742881,0.32913751314443046,1.0,19035.41932944822,0.08041452514742882
5,0,44,55,0.39103439513405924,0.6687021124412028,1.3,19667.431222437444,0.08310343951340593
6,0,51,49,0.5058874859567685,0.8740366599670644,0.8,11118.036316514841,0.054588748595676855
7,0,48,50,0.31552939642469635,0.8114802479770636,0.8,11573.364724290364,0.03555293964246964
8,0,63,59,0.370701435392383,0.8454701078182831,1.3,21144.57599716213,0.0810701435392383
9,0,71,68,0.5882387851738006,0.9350872305526063,0.8,15294.71430259636,0.06282387851738006
10,0,97,87,0.5596655048142776,0.8701980555005057,1.0,24117.273032434736,0.07596655048142777
11,0,75,68,0.5856530470368013,0.7657558082587939,0.8,15298.934227235939,0.06256530470368013
12,0,73,78,0.7709789758445142,0.4975898184813415,1.0,21127.909196523837,0.09709789758445143
13,0,93,80,0.7332645614600369,0.6665741818899037,1.0,21760.16505249591,0.0933264561460037
14,0,49,69,0.7990565512804613,0.8345570102531868,1.0,18631.952938849445,0.09990565512804614
15,0,67,70,0.65569938382641,0.8806472915007562,0.8,15631.22503517163,0.06956993838264101
16,0,35,43,0.6501037692880811,0.8062091344551929,1.6,17894.6658201894,0.13301037692880813
17,0,45,58,0.24303243156416865,0.8070215540502291,1.0,16629.123569078347,0.04430324315641687
18,0,59,70,0.2741441345602211,0.7539787870723378,1.6,30394.075707877662,0.09541441345602211
19,0,32,29,0.3620364816640581,0.3772164637215307,2.0,15030.056521904537,0.13620364816640582
20,0,40,39,0.3046574791377483,0.7301464101936338,0.8,9037.400599527067,0.03446574791377484
21,0,57,72,0.5468740108320908,0.8955323175835243,0.8,16265.88170928215,0.05868740108320908
22,0,64,81,0.5062731065997859,0.6958314500338224,1.3,28600.723256251276,0.09462731065997859
23,0,79,69,0.5543793258124777,0.6582142682345173,0.8,15575.70783645454,0.05943793258124778
0,1,99,91,0.7045876334538632,0.570778240698048,0.8,20213.820608536764,0.07445876334538633
1,1,67,76,0.7221576295604057,0.9171636500020891,0.8,16849.82448368182,0.07621576295604059
2,1,66,65,0.9454222298295193,0.7723085902317307,0.8,14062.741321465954,0.09854222298295194
3,1,52,56,0.6849767789297643,0.6149227852427908,1.0,15313.239011397996,0.08849767789297644
4,1,36,48,0.5507412837064698,0.3265182970243844,1.3,16865.332316901488,0.099074128370647
5,1,45,47,0.5672847166277999,0.8541422486320189,2.0,23780.257099109604,0.15672847166278
6,1,65,61,0.32059437449903383,0.9186133973646983,1.3,21980.545983066797,0.07605943744990339
7,1,41,35,0.3614447393171565,0.7671436526345773,2.0,18140.96604743397,0.13614447393171566
8,1,74,68,0.39025217228291254,0.3782300196042899,1.0,19195.88556854286,0.05902521722829125
9,1,45,58,0.27623698356853643,0.7444601043291411,1.3,20999.871943167967,0.07162369835685364
10,1,97,84,0.5950982299921528,0.5714004834981472,0.8,18879.64196833582,0.06350982299921529
11,1,61,67,0.8992217156949726,0.613525534080939,1.3,22630.61365688904,0.13392217156949726
12,1,76,84,0.6548449080336971,0.9253324218386856,1.0,23045.790831755083,0.08548449080336971
13,1,86,80,0.6941010786680466,0.851060747430182,1.6,33123.451857914704,0.1374101078668047
14,1,64,73,0.7893127789697754,0.81024861692976,1.6,29891.528022489907,0.14693127789697755
15,1,53,71,0.6653081893223822,0.839915701371857,0.8,15838.15484539466,0.07053081893223823
16,1,55,52,0.4598939803975364,0.6322544949079452,0.8,11856.132312463875,0.04998939803975364
17,1,55,55,0.21029534587337628,0.747230224750995,1.0,15823.012679308931,0.04102953458733763
18,1,36,47,0.38793622592789767,0.7600673017839388,1.3,16812.392897874164,0.08279362259278977
19,1,39,38,0.1,0.9935951929109477,1.3,14019.72,0.054000000000000006
20,1,59,73,0.2697488449977293,0.7132700624663592,0.8,16977.320023563978,0.030974884499772933
21,1,45,61,0.36886165643828994,0.5600333746422902,1.3,21865.718119333313,0.080886165643829
22,1,71,72,0.3831134730202095,0.5217506653971485,1.6,30885.879837242155,0.10631134730202096
23,1,84,81,0.7022470982372603,0.8489074545227713,1.6,33505.823282053534,0.13822470982372603
0,2,78,79,0.7443068664663217,0.6396331105258866,0.8,17472.95418117985,0.07843068664663218
1,2,89,85,0.8059716940362212,0.8166056059995677,1.0,22934.772180207638,0.10059716940362212
2,2,54,72,0.712188055018169,0.6146470013087261,1.3,24844.655941508983,0.1152188055018169
3,2,70,64,0.776930455750185,0.4958907679645038,1.3,21922.54158244754,0.1216930455750185
4,2,61,60,0.618536139037781,0.7019562803659293,1.0,16526.634949731993,0.08185361390377811
5,2,52,44,0.5944458339227462,0.7449344665689804,1.3,15384.890948988568,0.10344458339227464
6,2,37,42,0.2176353031845345,0.9194573513033742,1.6,18350.367228779978,0.08976353031845345
7,2,42,52,0.5150265946827585,0.7205111576872455,1.0,14484.558512294896,0.07150265946827584
8,2,59,62,0.41807110238594397,0.7798571916212736,0.8,14198.390199649715,0.045807110238594406
9,2,55,63,0.3134709969813411,0.8354961298365254,1.6,27235.743705128425,0.09934709969813413
10,2,77,65,0.5608620668035373,0.8781636225509745,1.3,22812.814660653035,0.10008620668035374
11,2,64,79,0.570220344480169,0.6192692729332269,1.0,21874.577783582,0.0770220344480169
12,2,84,80,0.9469982395713972,0.8793707773603092,1.3,26872.56549253724,0.13869982395713973
13,2,75,74,0.8755850257804707,0.8604783463776677,1.3,25063.221615597566,0.13155850257804708
14,2,73,64,0.7551892258821287,0.8266606516232148,2.0,31660.073372612624,0.1755189225882129
15,2,74,81,0.7659940762506536,0.6096101318203778,0.8,17873.14751576873,0.08059940762506537
16,2,64,55,0.4489280542399905,0.8939933453596189,1.6,23419.629936806425,0.11289280542399906
17,2,58,50,0.29563007746879844,0.691805247774111,0.8,11597.243907037444,0.03356300774687985
18,2,52,53,0.4509281979743607,0.9078599159807802,2.0,27186.048330441536,0.14509281979743607
19,2,56,65,0.3064627710924756,0.6868105210904184,2.0,33904.795192739344,0.13064627710924756
20,2,41,49,0.3242463497769901,0.6553081476576308,1.0,13929.357865827826,0.052424634977699
21,2,60,64,0.425760398531299,0.8423939022289311,1.6,27323.10405571185,0.11057603985312991
22,2,71,93,0.6020468320238496,0.801677082185655,2.0,46860.57867730692,0.16020468320238496
23,2,76,65,0.6435462934350478,0.4376444458130089,1.6,27070.535564482656,0.13235462934350478
0,3,80,98,0.7608672596030166,0.7164319912354123,1.6,40262.160410827404,0.14408672596030167
1,3,64,76,0.8527693601056316,0.7358000327666243,2.0,37151.37171791832,0.18527693601056316
2,3,53,52,0.8076309986755762,0.8238216328732556,1.6,21246.873027305763,0.14876309986755765
3,3,72,64,0.7134709850000759,0.7460827252203945,0.8,14202.668567039886,0.07534709850000759
4,3,58,66,0.6043714724094609,0.5668933867610643,1.0,18207.344484629266,0.0804371472409461
5,3,30,30,0.3346482218563647,0.8941646581080269,2.0,15597.633200658544,0.1334648221856365
6,3,39,44,0.4869127156984683,0.8847260612660561,1.0,12293.275215278021,0.06869127156984683
7,3,35,48,0.5260644069857309,0.7392173013110486,1.6,20261.227606304878,0.1206064406985731
8,3,60,63,0.40359059206419334,0.8381865099459395,2.0,32494.42756199735,0.14035905920641933
9,3,59,67,0.4955785713868599,0.8922990819147839,0.8,15218.78965720993,0.053557857138685994
10,3,49,70,0.4127403964859325,0.9167592967761434,0.8,16039.396133903636,0.04527403964859326
11,3,71,63,0.6123853245075414,0.8772612653886527,2.0,31705.183473361492,0.16123853245075415
12,3,65,71,0.7480046644789972,0.5647581513498882,2.0,35153.50012931947,0.1748004664478997
13,3,83,83,0.7412191982540574,0.6082470448532901,1.3,28546.393455251615,0.11812191982540574
14,3,67,81,0.5098520277828269,0.5591316048041708,2.0,41262.119144975455,0.1509852027782827
15,3,79,74,0.7264244284567664,0.9080302944219635,1.0,20143.337768825975,0.09264244284567665
16,3,62,74,0.46382121700665774,0.7240727793630249,0.8,16865.213518596178,0.05038212170066578
17,3,56,48,0.36361220814359485,0.26205527019786823,1.0,13588.398420273224,0.056361220814359486
18,3,28,40,0.2855116078515014,0.9529975813403859,2.0,20914.772141156394,0.12855116078515016
19,3,43,53,0.4765700891933213,0.7152636208674638,1.3,18775.449625637404,0.09165700891933214
20,3,46,56,0.15348254081452528,0.6483330785942915,1.0,16206.1493314316,0.03534825408145253
21,3,91,85,0.45412634134415353,0.6068779026396206,1.0,23831.97782957241,0.06541263413441535
22,3,60,67,0.532956737109704,0.5590836495467237,1.0,18626.756958409493,0.07329567371097041
23,3,68,77,0.555882797975749,0.39825037167047234,1.3,27039.363957678826,0.09958827979757491
0,4,63,79,0.7370104212697922,0.7264228889228258,0.8,17486.788241272476,0.07770104212697923
1,4,74,77,0.7244664470472988,0.5422642856752128,1.3,26533.107259516964,0.11644664470472987
2,4,61,79,0.8059681163148172,0.6559726698157287,0.8,17356.044451467107,0.08459681163148174
3,4,68,61,0.5896424033207629,0.7853144986014894,1.3,21340.480722499906,0.1029642403320763
4,4,64,61,0.497903034206206,0.9324433615090337,2.0,31117.674894805285,0.1497903034206206
5,4,56,54,0.4734826784300185,0.7365540162413505,1.3,19136.205479226384,0.09134826784300186
6,4,61,57,0.32134878282778184,0.880354158881313,1.0,16208.493581364493,0.052134878282778185
7,4,42,58,0.3566186599069353,0.7470574613604118,0.8,13367.906825409547,0.03966186599069354
8,4,25,33,0.5758167189749118,0.7105972708215564,0.8,7432.273158571869,0.06158167189749119
9,4,64,65,0.5330129965413557,0.7692527832941499,2.0,33021.24931348871,0.15330129965413558
10,4,77,79,0.5295789155553433,0.6455492854920873,0.8,17880.07837610707,0.05695789155553434
11,4,72,86,0.608786437054328,0.6121245117442359,2.0,43298.66198479967,0.1608786437054328
12,4,73,66,0.6478036565610831,0.746729928245456,1.0,18121.348760009056,0.08478036565610832
13,4,52,69,0.744556557628014,0.5022433246286239,1.0,18744.76792571001,0.0944556557628014
14,4,90,89,0.7571213479052007,0.4933901721113644,0.8,19657.348800874493,0.07971213479052008
15,4,68,73,0.5690561392552846,0.5829246833467541,1.6,30663.307288049484,0.12490561392552847
16,4,43,42,0.4044577001316585,0.7252174058371034,1.3,14996.778287184343,0.08444577001316586
17,4,52,49,0.26403973875744086,0.7689044982033715,1.6,21299.618534442503,0.09440397387574409
18,4,46,52,0.33829015051858813,0.8347634977493934,2.0,27024.534730382005,0.13382901505185882
19,4,64,56,0.33120930895902706,0.9176273146942706,1.0,15907.568360948833,0.05312093089590271
20,4,57,75,0.32892192732741504,0.7545040672855721,2.0,39019.851327026634,0.1328921927327415
21,4,55,70,0.35802926067279034,0.6397175221729008,1.6,30112.221684139426,0.10380292606727903
22,4,72,63,0.608720090153779,0.9464808680953177,1.6,26342.910447374972,0.1288720090153779
23,4,70,72,0.5663850156598332,0.6310389688558915,2.0,36433.216732349516,0.15663850156598333
0,5,91,82,0.6481086800437433,0.8141334450694369,1.0,22513.65264709239,0.08481086800437435
1,5,49,71,0.7768879522804004,0.6699825675925775,1.3,24320.43726013557,0.12168879522804005
2,5,67,63,0.7817483548077326,0.6877935555636262,0.8,13877.516487530707,0.08217483548077327
3,5,48,55,0.7626839285157702,0.5193041396891598,1.3,18870.242973333672,0.12026839285157703
4,5,52,45,0.48908932267475025,0.8232686385350431,1.6,19074.76706302254,0.11690893226747504
5,5,50,55,0.38480273875256643,0.643082279629162,0.8,12639.260384846613,0.04248027387525665
6,5,43,52,0.40784538343301174,0.7439638516036866,1.0,14651.761201844502,0.06078453834330118
7,5,59,56,0.14236081289597838,0.8113691011694272,1.0,16224.833834334757,0.03423608128959784
8,5,75,72,0.35168246449257806,0.4659975912423495,1.0,20408.365876696033,0.0551682464492578
9,5,57,50,0.3249319744939663,0.7466842159193084,1.0,14212.60203825905,0.052493197449396636
10,5,59,76,0.6109522713300166,0.918520810834356,1.6,31770.606114188093,0.12909522713300167
11,5,59,79,0.5993270134105345,0.8407173321881328,1.6,33068.79196514726,0.12793270134105345
12,5,60,57,0.7539566242728172,0.9077473345101306,2.0,28201.468344986966,0.17539566242728172
13,5,55,74,0.7598933477124912,0.6418261069575614,0.8,16339.389414462617,0.07998933477124913
14,5,53,60,0.7446543514224963,0.5241333187459511,1.0,16299.622167439507,0.09446543514224963
15,5,102,86,0.81795916607429,0.9328311539935399,1.3,29320.804956986838,0.125795916607429
16,5,54,60,0.6323545639429211,0.5832678445475995,1.6,25020.418855844386,0.13123545639429213
17,5,42,47,0.44958502782872123,0.8729389031990965,2.0,24112.170221523003,0.14495850278287215
18,5,33,44,0.3951991460268077,0.6487797753619365,2.0,22716.67425448923,0.1395199146026808
19,5,50,67,0.4914270999163847,0.7868652687356265,1.3,23696.180987918488,0.09314270999163848
20,5,48,63,0.34886057129898307,0.8672641447652893,0.8,14532.042816195937,0.03888605712989831
21,5,77,70,0.5218209224385887,0.6786388972769116,0.8,15856.14085030317,0.056182092243858874
22,5,41,58,0.6438064114694362,0.7370577758872819,1.6,24154.52295046909,0.13238064114694365
23,5,59,69,0.6792957904922774,0.8298739076360078,1.3,23897.975027785284,0.11192957904922773
0,6,66,77,0.95,0.9593648418660295,1.0,20443.5,0.115
1,6,76,84,0.7883742241843207,0.4849629328385064,1.6,34399.51512808882,0.14683742241843206
2,6,54,66,0.7000878208074954,0.7143847673475053,2.0,32867.65222960232,0.17000878208074954
3,6,55,77,0.5707038707556752,0.7018360601870904,1.3,26994.85627612071,0.10107038707556754
4,6,74,69,0.5869146390022819,0.7945959320178803,2.0,34830.17339453055,0.1586914639002282
5,6,76,64,0.5904037544236471,0.8368844225545853,1.3,22388.112228958576,0.10304037544236472
6,6,28,33,0.30116380801743725,0.6319249915676498,1.3,11916.122179081558,0.07411638080174374
7,6,50,64,0.13895143100405422,0.8870803814061001,1.6,28204.181203955548,0.08189514310040542
8,6,69,63,0.4164288220750156,0.48371518362953997,1.0,17734.94952627822,0.06164288220750157
9,6,67,63,0.5955246323023766,0.8836071092192843,1.6,26382.813511917615,0.12755246323023767
10,6,59,76,0.5104852645977261,0.7231785444467322,1.0,21180.093596717183,0.07104852645977262
11,6,53,68,0.6213134208796225,0.3296148346556933,1.0,18724.52062140557,0.08213134208796226
12,6,68,75,0.8258374176965716,0.6499814113251957,0.8,16441.492648146173,0.08658374176965716
13,6,53,73,0.8400677138349426,0.8032577787058358,1.6,29713.682730722358,0.15200677138349428
14,6,106,90,0.6516746237809027,0.3649976911428609,1.0,24700.478515791565,0.08516746237809028
15,6,70,65,0.6199888443836836,0.6153563374357176,1.3,22662.92827948736,0.10599888443836837
16,6,48,44,0.6072103300906373,0.7553383537821899,1.3,15362.987073564467,0.10472103300906374
17,6,81,72,0.4048109112696162,0.6215713078644911,1.3,25707.770961154918,0.08448109112696163
18,6,63,60,0.2666749171987162,0.7634680659461033,1.0,17159.98514904231,0.046667491719871626
19,6,40,48,0.38330783120703005,0.9389255534785809,2.0,24816.073446123755,0.13833078312070302
20,6,39,55,0.37562220006306896,0.6462061597499558,1.3,19700.490380864718,0.0815622200063069
21,6,69,73,0.39072522831997647,0.7570255783297746,1.3,26104.925274973033,0.08307252283199765
22,6,86,81,0.6300850282085557,0.6029972195802291,1.3,28209.601395889167,0.10700850282085558
23,6,89,85,0.7157747426602259,0.77614485681651,1.0,23164.774406216424,0.0915774742660226
0,0,85,84,0.8420592147442519,0.5836626761892083,2.0,41116.02155768897,0.18420592147442522
1,0,63,81,0.95,0.774704514507316,2.0,39123.0,0.195
2,0,54,61,0.8146432908473552,0.7837176031084122,2.0,29958.40555549868,0.18146432908473553
3,0,57,59,0.5791005172732161,0.5068280431014675,1.0,16320.992084426409,0.07791005172732161
4,0,49,65,0.5253012645207394,0.7551817878106313,0.8,14718.130027347646,0.05653012645207395
5,0,35,43,0.46682530671910694,0.23138827986558058,2.0,22015.590708664706,0.1466825306719107
6,0,46,47,0.3261240076447897,0.4790285454684291,1.3,16925.6946939871,0.07661240076447898
7,0,54,48,0.29684346972661674,0.8019110329623488,1.6,20789.352645749877,0.09768434697266168
8,0,39,49,0.18023279682376733,0.36846992601858525,2.0,25930.11557733812,0.11802327968237675
9,0,51,57,0.48930172343435074,0.7847349300711168,1.0,15921.29405292726,0.06893017234343508
10,0,64,66,0.5320540736750702,0.5504742182384865,2.0,33533.06586824672,0.15320540736750704
11,0,51,73,0.6861315164650719,0.9814967417854056,1.6,30253.07516630639,0.1366131516465072
12,0,50,64,0.7993454411579175,0.8346177553931277,1.3,21866.59377886984,0.12393454411579177
13,0,83,73,0.846851979418316,0.6894976679374533,0.8,15966.23533205911,0.0886851979418316
14,0,75,68,0.5515727572352906,0.6717420340393292,1.3,23890.349047812007,0.09915727572352907
15,0,66,68,0.531926469621874,0.8331040431909777,0.8,15386.616001577102,0.0571926469621874
16,0,48,55,0.6241873697892185,0.8795774729918003,1.6,22956.945343756466,0.13041873697892187
17,0,53,66,0.5641729030637072,0.8094948619376413,1.0,18286.937651933862,0.07641729030637072
18,0,63,59,0.3652064553298807,0.8705091633159824,1.3,21157.219946285943,0.08052064553298807
19,0,42,48,0.4162848601954021,0.7200906837951945,0.8,10994.359841054897,0.04562848601954022
20,0,60,55,0.33691652500893526,0.6723697863236082,1.0,15614.087733735258,0.05369165250089353
21,0,85,82,0.39683141366554026,0.8069998418596085,1.6,35121.59155581243,0.10768314136655403
22,0,78,70,0.4858818152145913,0.7015377464192395,1.0,19559.648188049356,0.06858818152145914
23,0,54,77,0.6918687724321151,0.8862061502393491,1.0,21039.783135681813,0.08918687724321152
0,1,54,65,0.8815159314541239,0.9398355299442737,1.3,21999.957113763798,0.1321515931454124
1,1,98,82,0.8953843739458996,0.8618344371299462,0.8,17839.16355207447,0.09353843739458997
2,1,105,91,0.7353075291864636,0.6705921535148197,2.0,45125.220890641904,0.17353075291864636
3,1,74,69,0.644453037115132,0.9116674881691614,0.8,15426.545770537341,0.06844530371151321
4,1,76,69,0.48974626702502067,0.7584699398342922,0.8,15682.740181806565,0.052974626702502074
5,1,48,49,0.515430280100548,0.8130453706175701,1.6,20708.34798120351,0.11954302801005481
6,1,29,35,0.4161313919071272,0.8358274237158801,1.0,9853.062038497515,0.06161313919071272
7,1,35,38,0.30942180236595695,0.7900565738400681,0.8,8801.327316242247,0.034942180236595705
8,1,50,68,0.4499083609549226,0.5403648975275547,2.0,34884.37388730392,0.14499083609549226
9,1,54,74,0.48407261249086303,0.5711164475477621,0.8,16829.247040216225,0.05240726124908631
10,1,52,54,0.5921632331626334,0.6422560529018894,0.8,12140.716449821228,0.06321632331626334
11,1,53,59,0.5374637673290332,0.42505183667703317,1.0,16394.68913182761,0.07374637673290332
12,1,59,59,0.7402635002897412,0.7352091805062605,1.0,16035.733604487159,0.09402635002897412
13,1,76,84,0.8634425035068848,0.5142474795456408,1.0,22520.124891162646,0.1063442503506885
14,1,75,82,0.6495859013874071,0.5533352530020001,1.6,34126.74989213917,0.13295859013874073
15,1,49,65,0.7674702934526018,0.8627199694446293,2.0,32106.865855534852,0.17674702934526018
16,1,63,58,0.5472916332474071,0.47682806897099456,1.0,16099.712558149513,0.07472916332474072
17,1,42,52,0.5278282929814031,0.7214071759306286,1.0,14464.58786294901,0.07278282929814031
18,1,41,52,0.5104455199484454,0.5784612761934945,0.8,11793.04399110434,0.05504455199484455
19,1,47,50,0.39744694114906026,0.7798168594324887,1.6,21414.12734124226,0.10774469411490603
20,1,55,52,0.35194772946683234,0.6187555670608431,1.6,22384.25846725079,0.10319477294668325
21,1,66,63,0.4645125177501753,0.9172382710438725,1.0,17644.07134145217,0.06645125177501754
22,1,80,70,0.6269706512645957,0.81326669770787,1.6,29208.57861175096,0.13069706512645957
23,1,73,91,0.5678986162461189,0.6345030636535425,1.0,25203.6367776481,0.07678986162461189
0,2,58,71,0.7029157609194104,0.6079989446980526,1.6,29367.023086786656,0.13829157609194104
1,2,69,68,0.7689434283281461,0.6071914624651719,1.3,23313.882028073756,0.12089434283281461
2,2,64,65,0.8844298207222147,0.502795130972984,2.0,31650.72369918336,0.1884429820722215
3,2,46,53,0.6449974441790691,0.5942291847592879,2.0,26568.90812751056,0.16449974441790693
4,2,32,39,0.3575201138963331,0.8103972071742189,1.3,13996.971906763678,0.07975201138963331
5,2,54,62,0.3987226669297158,0.9299820829798905,2.0,31996.751679021458,0.1398722666929716
6,2,27,33,0.37181816961957515,0.41001808516320115,2.0,17083.800024153243,0.13718181696195753
7,2,26,31,0.4305665647903915,0.6058572350624167,1.0,8713.573094744936,0.06305665647903916
8,2,51,62,0.44991740228918287,0.9475594066055429,1.6,26397.36581078739,0.1129917402289183
9,2,70,71,0.5528539872403982,0.8439832327018082,2.0,35984.8420143559,0.15528539872403985
10,2,54,75,0.6528102268902274,0.5802614414458983,2.0,37562.35397899398,0.16528102268902273
11,2,69,85,0.6217474314170579,0.5909902213725385,1.6,35488.870479818404,0.1301747431417058
12,2,120,115,0.8312526292612602,0.6237356963577717,2.0,56364.35685809731,0.18312526292612602
13,2,66,77,0.7489848635744687,0.6658312848387316,0.8,17021.955972114385,0.07889848635744688
14,2,85,79,0.8467518871572088,0.5176814330504237,1.0,21219.198027437415,0.10467518871572089
15,2,47,62,0.6712444835415102,0.5430292483475272,1.0,16979.48526061279,0.08712444835415104
16,2,53,76,0.616093596186295,0.8057097847140794,1.6,31751.850561112395,0.12960935961862952
17,2,31,39,0.4913194497136631,0.6030463543628921,2.0,19910.312487670028,0.1491319449713663
18,2,41,52,0.3781618138884103,0.856593661176687,1.3,18620.767841434303,0.08181618138884103
19,2,37,35,0.3868894217076254,0.7126008953128238,0.8,8041.412885765595,0.04268894217076255
20,2,50,45,0.1635836671772501,0.8604854847822121,1.3,16490.710664103925,0.060358366717725015
21,2,63,79,0.3611334370073859,0.753129147615728,1.6,33972.02200686799,0.1041133437007386
22,2,43,52,0.4847683444127556,0.4636312567516342,1.0,14531.7613827161,0.06847683444127557
23,2,85,74,0.7817063937938917,0.771289026996054,0.8,16300.649444622046,0.08217063937938918
0,3,78,78,0.6688521690467426,0.7739284230550183,1.6,32389.897479088995,0.13488521690467425
1,3,52,63,0.8727164028429684,0.7050777552342022,1.3,21344.65579821483,0.13127164028429686
2,3,56,56,0.7137432071917784,0.6910466603111709,1.0,15264.911411917812,0.09137432071917785
3,3,62,59,0.5921480424642356,0.7634219945913445,1.0,16297.897964838303,0.07921480424642356
4,3,63,54,0.5997892598839962,0.8001963129996542,1.6,22602.786238380682,0.12797892598839963
5,3,35,48,0.36235670177220397,0.7807360545653005,2.0,24876.412698896052,0.1362356701772204
6,3,51,60,0.4118625335174916,0.7527793791839815,1.3,21406.641671569072,0.08518625335174917
7,3,51,56,0.4791446787489682,0.48783683347251466,2.0,28630.07387940347,0.14791446787489682
8,3,66,59,0.39003823138619864,0.7742747320389178,1.0,16655.632330446428,0.05900382313861986
9,3,50,52,0.4761293551936999,0.4867922872897319,1.3,18422.089667667176,0.09161293551937
10,3,68,63,0.45966195610272376,0.6992638940963011,1.6,26793.662244745363,0.11396619561027238
11,3,62,89,0.6490506336604237,0.744462978586078,1.6,37042.29569300267,0.13290506336604238
12,3,70,75,0.6940679961374064,0.7092644397694903,1.0,20488.347008690835,0.08940679961374065
13,3,86,82,0.8420000658006956,0.8990373568114811,0.8,17944.223870504233,0.08820000658006957
14,3,69,65,0.8149504244225799,0.920289440936142,1.3,22168.70067408876,0.125495042442258
15,3,59,79,0.5825995570642065,0.6359078232559527,0.8,17779.551239806264,0.06225995570642066
16,3,32,45,0.6060011609938896,0.6558826885443721,1.3,15714.267962455724,0.10460011609938896
17,3,57,54,0.4416146251774143,0.8652749588657896,2.0,27729.16861442518,0.14416146251774142
18,3,32,42,0.1967125769661552,0.6511257174892783,0.8,9841.393722418117,0.023671257696615527
19,3,59,55,0.22086312278351808,0.7456241441958988,1.6,24021.721355851514,0.09008631227835182
